time_s,cart_pos_m,cart_vel_mps,pendulum_angle_rad,pendulum_ang_vel_radps,cart_accel_mps2,pendulum_ang_accel_radps2,applied_force_N,mass_matrix_11,mass_matrix_12,mass_matrix_22
0.000000,0.000000,0.000000,2.967060,0.000000,-1.323286,-5.011118,-1.827719,2.500000,-0.295442,0.180000
0.020000,-0.000269,-0.027057,2.966050,-0.101299,-1.381578,-5.122640,-1.941308,2.500000,-0.295390,0.180000
0.040000,-0.001090,-0.055226,2.962991,-0.205059,-1.434338,-5.257168,-2.036023,2.500000,-0.295228,0.180000
0.060000,-0.002484,-0.084389,2.957829,-0.311735,-1.480822,-5.414142,-2.110488,2.500000,-0.294949,0.180000
0.080000,-0.004471,-0.114412,2.950500,-0.421771,-1.520307,-5.593113,-2.163512,2.500000,-0.294539,0.180000
0.100000,-0.007066,-0.145150,2.940932,-0.535604,-1.552070,-5.793702,-2.194094,2.500000,-0.293981,0.180000
0.120000,-0.010281,-0.176439,2.929047,-0.653661,-1.575382,-6.015564,-2.201437,2.500000,-0.293249,0.180000
0.140000,-0.014126,-0.208104,2.914755,-0.776366,-1.589477,-6.258334,-2.184955,2.500000,-0.292315,0.180000
0.160000,-0.018606,-0.239951,2.897959,-0.904131,-1.593526,-6.521564,-2.144282,2.500000,-0.291140,0.180000
0.180000,-0.023723,-0.271771,2.878553,-1.037361,-1.586605,-6.804657,-2.079274,2.500000,-0.289681,0.180000
0.200000,-0.029475,-0.303335,2.856425,-1.176445,-1.567656,-7.106791,-1.990010,2.500000,-0.287884,0.180000
0.220000,-0.035854,-0.334389,2.831454,-1.321752,-1.535440,-7.426843,-1.876798,2.500000,-0.285687,0.180000
0.240000,-0.042846,-0.364655,2.803512,-1.473628,-1.488499,-7.763326,-1.740168,2.500000,-0.283018,0.180000
0.260000,-0.050432,-0.393820,2.772463,-1.632382,-1.425110,-8.114337,-1.580871,2.500000,-0.279793,0.180000
0.280000,-0.058589,-0.421536,2.738169,-1.798283,-1.343248,-8.477542,-1.399874,2.500000,-0.275917,0.180000
0.300000,-0.067282,-0.447411,2.700483,-1.971547,-1.240564,-8.850217,-1.198351,2.500000,-0.271283,0.180000
0.320000,-0.076470,-0.471002,2.659256,-2.152335,-1.114382,-9.229359,-0.977672,2.500000,-0.265774,0.180000
0.340000,-0.086103,-0.491810,2.614338,-2.340744,-0.961715,-9.611881,-0.739395,2.500000,-0.259258,0.180000
0.360000,-0.096120,-0.509272,2.565576,-2.536814,-0.779321,-9.994930,-0.485251,2.500000,-0.251592,0.180000
0.380000,-0.106448,-0.522762,2.512815,-2.740529,-0.563786,-10.376295,-0.217130,2.500000,-0.242624,0.180000
0.400000,-0.116999,-0.531580,2.455904,-2.951847,-0.311636,-10.754925,0.062936,2.500000,-0.232195,0.180000
0.420000,-0.127674,-0.534960,2.394691,-3.170714,-0.019478,-11.131500,0.352789,2.500000,-0.220139,0.180000
0.440000,-0.138356,-0.532071,2.329025,-3.397111,0.315857,-11.509009,0.650166,2.500000,-0.206291,0.180000
0.460000,-0.148910,-0.522019,2.258756,-3.631117,0.697193,-11.893267,0.952716,2.500000,-0.190489,0.180000
0.480000,-0.159183,-0.503861,2.183728,-3.872950,1.126888,-12.293291,1.258022,2.500000,-0.172580,0.180000
0.500000,-0.169003,-0.476609,2.103783,-4.123036,1.606763,-12.721468,1.563622,2.500000,-0.152432,0.180000
0.520000,-0.178180,-0.439247,2.018747,-4.382097,2.138070,-13.193452,1.867031,2.500000,-0.129936,0.180000
0.540000,-0.186499,-0.390740,1.928432,-4.651189,2.721409,-13.727726,2.165761,2.500000,-0.105018,0.180000
0.560000,-0.193728,-0.330045,1.832623,-4.931758,3.356567,-14.344718,2.457346,2.500000,-0.077654,0.180000
0.580000,-0.199613,-0.256140,1.731073,-5.225669,4.042144,-15.065294,2.739360,2.500000,-0.047877,0.180000
0.600000,-0.203879,-0.168046,1.623492,-5.535185,4.774717,-15.908151,3.009442,2.500000,-0.015801,0.180000
0.620000,-0.206234,-0.064883,1.509544,-5.862895,5.547249,-16.885287,3.265316,2.500000,0.018364,0.180000
0.640000,-0.206369,0.054021,1.388837,-6.211476,6.346118,-17.994031,3.504810,2.500000,0.054287,0.180000
0.660000,-0.203966,0.188975,1.260929,-6.583339,7.146177,-19.203146,3.725876,2.500000,0.091480,0.180000
0.680000,-0.198706,0.339583,1.125340,-6.979737,7.902450,-20.429349,3.926609,2.500000,0.129261,0.180000
0.700000,-0.190288,0.504280,0.981583,-7.399510,8.538328,-21.501049,4.105264,2.500000,0.166712,0.180000
0.720000,-0.178464,0.679508,0.829241,-7.836741,8.930796,-22.110430,4.260270,2.500000,0.202631,0.180000
0.740000,-0.163081,0.858706,0.668086,-8.277658,8.900854,-21.773989,4.390248,2.500000,0.235503,0.180000
0.760000,-0.144159,1.031261,0.498275,-8.697196,8.229150,-19.861430,4.494018,2.500000,0.263523,0.180000
0.780000,-0.121973,1.182309,0.320590,-9.057649,6.729705,-15.797030,4.570616,2.500000,0.284715,0.180000
0.800000,-0.097124,1.294794,0.136664,-9.313851,4.393045,-9.480987,4.619297,2.500000,0.297203,0.180000
0.820000,-0.070536,1.354359,-0.051003,-9.426866,1.514346,-1.687082,4.639547,2.500000,0.299610,0.180000
0.840000,-0.043342,1.355400,-0.239347,-9.381537,-1.359960,6.078055,4.631084,2.500000,0.291448,0.180000
0.860000,-0.016674,1.303597,-0.425310,-9.193819,-3.698785,12.361507,4.593864,2.500000,0.273273,0.180000
0.880000,0.008542,1.212878,-0.606403,-8.901671,-5.233497,16.485419,4.528079,2.500000,0.246511,0.180000
0.900000,0.031690,1.099523,-0.780969,-8.547934,-5.983367,18.592503,4.434159,2.500000,0.213070,0.180000
0.920000,0.052466,0.977608,-0.948146,-8.167739,-6.124057,19.234172,4.312764,2.500000,0.174957,0.180000
0.940000,0.070806,0.857264,-1.107660,-7.784441,-5.857787,18.989293,4.164784,2.500000,0.134027,0.180000
0.960000,0.086811,0.744895,-1.259592,-7.411127,-5.350095,18.295014,3.991328,2.500000,0.091862,0.180000
0.980000,0.100679,0.644086,-1.404212,-7.053770,-4.717308,17.427331,3.793715,2.500000,0.049744,0.180000
1.000000,0.112663,0.556524,-1.541862,-6.714161,-4.035359,16.537731,3.573463,2.500000,0.008679,0.180000
1.020000,0.123032,0.482674,-1.672895,-6.391935,-3.352415,15.695388,3.332277,2.500000,-0.030576,0.180000
1.040000,0.132059,0.422228,-1.797647,-6.085899,-2.699234,14.919296,3.072035,2.500000,-0.067473,0.180000
1.060000,0.140005,0.374369,-1.916430,-5.794783,-2.096047,14.199534,2.794768,2.500000,-0.101638,0.180000
1.080000,0.147110,0.337959,-2.029532,-5.517707,-1.556707,13.510735,2.502646,2.500000,-0.132844,0.180000
1.100000,0.153591,0.311612,-2.137230,-5.254361,-1.090788,12.820886,2.197959,2.500000,-0.160988,0.180000
1.120000,0.159632,0.293794,-2.239800,-5.005099,-0.704547,12.097322,1.883095,2.500000,-0.186061,0.180000
1.140000,0.165388,0.282877,-2.337534,-4.770887,-0.401162,11.311039,1.560521,2.500000,-0.208137,0.180000
1.160000,0.170982,0.277194,-2.430746,-4.553225,-0.180787,10.439639,1.232763,2.500000,-0.227343,0.180000
1.180000,0.176500,0.275110,-2.519786,-4.353969,-0.040556,9.469015,0.902381,2.500000,-0.243848,0.180000
1.200000,0.182000,0.275075,-2.605041,-4.175163,0.025197,8.393808,0.571948,2.500000,-0.257843,0.180000
1.220000,0.187507,0.275675,-2.686943,-4.018895,0.024499,7.216753,0.244028,2.500000,-0.269524,0.180000
1.240000,0.193023,0.275677,-2.765960,-3.887112,-0.032796,5.947328,-0.078844,2.500000,-0.279083,0.180000
1.260000,0.198523,0.274060,-2.842602,-3.781522,-0.135623,4.599986,-0.394189,2.500000,-0.286690,0.180000
1.280000,0.203969,0.270027,-2.917405,-3.703513,-0.272245,3.192451,-0.699601,2.500000,-0.292493,0.180000
1.300000,0.209305,0.263025,-2.990933,-3.654094,-0.430643,1.744373,-0.992770,2.500000,-0.296602,0.180000
1.320000,0.214468,0.252737,-3.063763,-3.633871,-0.598744,0.276338,-1.271500,2.500000,-0.299092,0.180000
1.340000,0.219392,0.239090,-3.136484,-3.643034,-0.764501,-1.190626,-1.533730,2.500000,-0.299996,0.180000
1.360000,0.224010,0.222253,-3.209679,-3.681348,-0.915879,-2.635286,-1.777550,2.500000,-0.299305,0.180000
1.380000,0.228263,0.202631,-3.283928,-3.748156,-1.040824,-4.036491,-2.001220,2.500000,-0.296966,0.180000
1.400000,0.232101,0.180876,-3.359788,-3.842379,-1.127299,-5.373545,-2.203181,2.500000,-0.292887,0.180000
1.420000,0.235490,0.157875,-3.437796,-3.962540,-1.163463,-6.627073,-2.382071,2.500000,-0.286936,0.180000
1.440000,0.238415,0.134748,-3.518451,-4.106794,-1.138033,-7.780434,-2.536733,2.500000,-0.278948,0.180000
1.460000,0.240888,0.112833,-3.602214,-4.273008,-1.040826,-8.821566,-2.666230,2.500000,-0.268733,0.180000
1.480000,0.242947,0.093650,-3.689502,-4.458873,-0.863407,-9.745139,-2.769848,2.500000,-0.256085,0.180000
1.500000,0.244663,0.078872,-3.780684,-4.662049,-0.599733,-10.554508,-2.847103,2.500000,-0.240791,0.180000
1.520000,0.246143,0.070258,-3.876085,-4.880377,-0.246611,-11.262986,-2.897746,2.500000,-0.222651,0.180000
1.540000,0.247527,0.069605,-3.975988,-5.112051,0.196103,-11.894049,-2.921762,2.500000,-0.201488,0.180000
1.560000,0.248992,0.078682,-4.080648,-5.355838,0.725685,-12.480198,-2.919369,2.500000,-0.177165,0.180000
1.580000,0.250750,0.099178,-4.190299,-5.611221,1.336949,-13.060619,-2.891020,2.500000,-0.149608,0.180000
1.600000,0.253046,0.132657,-4.305175,-5.878508,2.022714,-13.677860,-2.837392,2.500000,-0.118816,0.180000
1.620000,0.256152,0.180523,-4.425526,-6.158860,2.773993,-14.373732,-2.759384,2.500000,-0.084883,0.180000
1.640000,0.260370,0.243979,-4.551630,-6.454225,3.579485,-15.184251,-2.658104,2.500000,-0.048020,0.180000
1.660000,0.266022,0.323962,-4.683812,-6.767150,4.423814,-16.132654,-2.534863,2.500000,-0.008572,0.180000
1.680000,0.273443,0.421041,-4.822452,-7.100460,5.283866,-17.218377,-2.391159,2.500000,0.032952,0.180000
1.700000,0.282977,0.535171,-4.967982,-7.456517,6.121920,-18.398411,-2.228663,2.500000,0.075846,0.180000
1.720000,0.294958,0.665364,-5.120872,-7.836283,6.875091,-19.556308,-2.049206,2.500000,0.119165,0.180000
1.740000,0.309681,0.808934,-5.281575,-8.237096,7.439271,-20.454541,-1.854758,2.500000,0.161684,0.180000
1.760000,0.327370,0.960609,-5.450439,-8.649997,7.652839,-20.677415,-1.647414,2.500000,0.201854,0.180000
1.780000,0.348100,1.111226,-5.627529,-9.055568,7.292225,-19.601871,-1.429371,2.500000,0.237794,0.180000
1.800000,0.371720,1.246823,-5.812394,-9.420496,6.113647,-16.497128,-1.202909,2.500000,0.267363,0.180000
1.820000,0.397753,1.349344,-6.003771,-9.698565,3.980517,-10.886108,-0.970371,2.500000,0.288365,0.180000
1.840000,0.425350,1.400639,-6.199429,-9.841254,1.050903,-3.113186,-0.734139,2.500000,0.298948,0.180000
1.860000,0.453359,1.389532,-6.396307,-9.817988,-2.148673,5.403838,-0.496615,2.500000,0.298083,0.180000
1.880000,0.480522,1.317460,-6.591061,-9.632725,-4.942644,12.805022,-0.260197,2.500000,0.285894,0.180000
1.900000,0.505738,1.197688,-6.780774,-9.321654,-6.872097,17.868587,-0.027256,2.500000,0.263621,0.180000
1.920000,0.528237,1.048948,-6.963423,-8.934609,-7.853940,20.460179,0.199882,2.500000,0.233227,0.180000
1.940000,0.547621,0.888689,-7.137951,-8.515908,-8.064191,21.156882,0.418961,2.500000,0.196919,0.180000
1.960000,0.563795,0.729851,-7.304055,-8.096041,-7.752413,20.692075,0.627814,2.500000,0.156788,0.180000
1.980000,0.576879,0.580631,-7.461900,-7.692014,-7.132616,19.651731,0.824382,2.500000,0.114634,0.180000
2.000000,0.587116,0.445590,-7.611892,-7.311262,-6.354477,18.412173,1.006735,2.500000,0.071920,0.180000
2.020000,0.594812,0.326871,-7.754518,-6.955443,-5.512190,17.181460,1.173087,2.500000,0.029790,0.180000
2.040000,0.600304,0.225150,-7.890267,-6.623280,-4.662047,16.057357,1.321814,2.500000,-0.010883,0.180000
2.060000,0.603930,0.140217,-8.019589,-6.312214,-3.837124,15.072044,1.451468,2.500000,-0.049456,0.180000
2.080000,0.606020,0.071361,-8.142878,-6.019497,-3.057446,14.220687,1.560791,2.500000,-0.085468,0.180000
2.100000,0.606885,0.017532,-8.260475,-5.742660,-2.335907,13.478361,1.648725,2.500000,-0.118617,0.180000
2.120000,0.606813,-0.022525,-8.372678,-5.479869,-1.681666,12.809950,1.714422,2.500000,-0.148725,0.180000
2.140000,0.606066,-0.050230,-8.479756,-5.230030,-1.101665,12.176382,1.757251,2.500000,-0.175717,0.180000
2.160000,0.604876,-0.067122,-8.581963,-4.992840,-0.601109,11.538989,1.776805,2.500000,-0.199609,0.180000
2.180000,0.603443,-0.074826,-8.679557,-4.768728,-0.183368,10.862893,1.772905,2.500000,-0.220481,0.180000
2.200000,0.601933,-0.075018,-8.772807,-4.558775,0.150335,10.119602,1.745597,2.500000,-0.238467,0.180000
2.220000,0.600481,-0.069366,-8.862012,-4.364532,0.401227,9.288759,1.695157,2.500000,-0.253735,0.180000
2.240000,0.599187,-0.059496,-8.947505,-4.187886,0.573035,8.358840,1.622084,2.500000,-0.266475,0.180000
2.260000,0.598119,-0.046932,-9.029658,-4.030861,0.671827,7.326856,1.527097,2.500000,-0.276885,0.180000
2.280000,0.597318,-0.033056,-9.108884,-3.895464,0.705611,6.197221,1.411128,2.500000,-0.285156,0.180000
2.300000,0.596797,-0.019078,-9.185634,-3.783556,0.683826,4.980122,1.275312,2.500000,-0.291462,0.180000
2.320000,0.596549,-0.006005,-9.260394,-3.696748,0.616833,3.689793,1.120977,2.500000,-0.295956,0.180000
2.340000,0.596546,0.005366,-9.333680,-3.636341,0.515495,2.342995,0.949632,2.500000,-0.298756,0.180000
2.360000,0.596748,0.014460,-9.406030,-3.603283,0.390900,0.957903,0.762953,2.500000,-0.299947,0.180000
2.380000,0.597107,0.020922,-9.477997,-3.598154,0.254231,-0.446605,0.562763,2.500000,-0.299575,0.180000
2.400000,0.597567,0.024624,-9.550143,-3.621149,0.116744,-1.851313,0.351022,2.500000,-0.297646,0.180000
2.420000,0.598074,0.025662,-9.623029,-3.672079,-0.010205,-3.236895,0.129803,2.500000,-0.294124,0.180000
2.440000,0.598577,0.024362,-9.697209,-3.750370,-0.115156,-4.584203,-0.098728,2.500000,-0.288936,0.180000
2.460000,0.599036,0.021279,-9.773220,-3.855069,-0.186634,-5.874814,-0.332327,2.500000,-0.281972,0.180000
2.480000,0.599422,0.017195,-9.851579,-3.984872,-0.213369,-7.091979,-0.568698,2.500000,-0.273088,0.180000
2.500000,0.599724,0.013114,-9.932772,-4.138166,-0.184683,-8.221993,-0.805513,2.500000,-0.262117,0.180000
2.520000,0.599954,0.010241,-10.017250,-4.313109,-0.091000,-9.255879,-1.040435,2.500000,-0.248869,0.180000
2.540000,0.600151,0.009960,-10.105428,-4.507742,0.075584,-10.191120,-1.271139,2.500000,-0.233149,0.180000
2.560000,0.600380,0.013789,-10.197678,-4.720130,0.320767,-11.033084,-1.495333,2.500000,-0.214767,0.180000
2.580000,0.600741,0.023336,-10.294339,-4.948535,0.647663,-11.795742,-1.710782,2.500000,-0.193548,0.180000
2.600000,0.601363,0.040244,-10.395717,-5.191578,1.056628,-12.501401,-1.915330,2.500000,-0.169357,0.180000
2.620000,0.602410,0.066133,-10.502094,-5.448404,1.545285,-13.179292,-2.106916,2.500000,-0.142108,0.180000
2.640000,0.604078,0.102553,-10.613743,-5.718789,2.108599,-13.863028,-2.283599,2.500000,-0.111786,0.180000
2.660000,0.606592,0.150923,-10.730939,-6.003193,2.738785,-14.586910,-2.443574,2.500000,-0.078467,0.180000
2.680000,0.610203,0.212478,-10.853972,-6.302736,3.424668,-15.380819,-2.585187,2.500000,-0.042339,0.180000
2.700000,0.615185,0.288174,-10.983160,-6.619016,4.149951,-16.262879,-2.706959,2.500000,-0.003724,0.180000
2.720000,0.621828,0.378576,-11.118856,-6.953815,4.889814,-17.228077,-2.807589,2.500000,0.036891,0.180000
2.740000,0.630426,0.483606,-11.261445,-7.308402,5.604722,-18.229924,-2.885979,2.500000,0.078825,0.180000
2.760000,0.641263,0.602175,-11.411323,-7.682479,6.230809,-19.151324,-2.941234,2.500000,0.121162,0.180000
2.780000,0.654587,0.731590,-11.568853,-8.072445,6.666784,-19.762735,-2.972679,2.500000,0.162717,0.180000
2.800000,0.670565,0.866583,-11.734262,-8.468388,6.760345,-19.674857,-2.979864,2.500000,0.201995,0.180000
2.820000,0.689229,0.998366,-11.907502,-8.851016,6.309005,-18.323902,-2.962564,2.500000,0.237206,0.180000
2.840000,0.710392,1.113888,-12.088006,-9.188663,5.101505,-15.074454,-2.920791,2.500000,0.266325,0.180000
2.860000,0.733566,1.196611,-12.274463,-9.438604,3.031391,-9.543785,-2.854787,2.500000,0.287309,0.180000
2.880000,0.757929,1.230354,-12.464672,-9.557306,0.255530,-2.083588,-2.765026,2.500000,0.298450,0.180000
2.900000,0.782385,1.205271,-12.655691,-9.517547,-2.750569,6.024461,-2.652211,2.500000,0.298804,0.180000
2.920000,0.805754,1.122875,-12.844336,-9.323264,-5.382212,13.112469,-2.517265,2.500000,0.288485,0.180000
2.940000,0.826998,0.995357,-13.027810,-9.007589,-7.219376,18.053495,-2.361327,2.500000,0.268624,0.180000
2.960000,0.845384,0.840043,-13.204140,-8.616705,-8.172833,20.678643,-2.185741,2.500000,0.241028,0.180000
2.980000,0.860525,0.673352,-13.372260,-8.192628,-8.392618,21.481713,-1.992043,2.500000,0.207741,0.180000
3.000000,0.872326,0.507710,-13.531825,-7.765094,-8.105686,21.132206,-1.781949,2.500000,0.170713,0.180000
3.020000,0.880895,0.351148,-13.682957,-7.351271,-7.513170,20.186278,-1.557339,2.500000,0.131626,0.180000
3.040000,0.886463,0.208250,-13.826021,-6.959121,-6.759097,19.013752,-1.320240,2.500000,0.091845,0.180000
3.060000,0.889331,0.081239,-13.961481,-6.590789,-5.935415,17.827343,-1.072807,2.500000,0.052435,0.180000
3.080000,0.889824,-0.029077,-14.089806,-6.245390,-5.097330,16.733871,-0.817308,2.500000,0.014203,0.180000
3.100000,0.888279,-0.122772,-14.211434,-5.920525,-4.276691,15.776058,-0.556096,2.500000,-0.022260,0.180000
3.120000,0.885021,-0.200386,-14.326746,-5.613392,-3.491808,14.960379,-0.291593,2.500000,-0.056534,0.180000
3.140000,0.880365,-0.262754,-14.436069,-5.321249,-2.753344,14.273746,-0.026267,2.500000,-0.088341,0.180000
3.160000,0.874606,-0.310874,-14.539680,-5.041734,-2.067865,13.693223,0.237392,2.500000,-0.117519,0.180000
3.180000,0.868018,-0.345851,-14.637810,-4.772992,-1.439684,13.191706,0.496896,2.500000,-0.143997,0.180000
3.200000,0.860851,-0.368863,-14.730662,-4.513724,-0.871746,12.741445,0.749779,2.500000,-0.167779,0.180000
3.220000,0.853335,-0.381135,-14.818417,-4.263169,-0.365915,12.316387,0.993622,2.500000,-0.188929,0.180000
3.240000,0.845669,-0.383919,-14.901245,-4.021052,0.077001,11.893824,1.226076,2.500000,-0.207562,0.180000
3.260000,0.838033,-0.378472,-14.979316,-3.787520,0.457315,11.455475,1.444883,2.500000,-0.223823,0.180000
3.280000,0.830577,-0.366035,-15.052806,-3.563032,0.776519,10.988028,1.647897,2.500000,-0.237886,0.180000
3.300000,0.823430,-0.347802,-15.121902,-3.348251,1.037238,10.483167,1.833106,2.500000,-0.249938,0.180000
3.320000,0.816696,-0.324911,-15.186806,-3.143977,1.243041,9.937098,1.998650,2.500000,-0.260173,0.180000
3.340000,0.810457,-0.298418,-15.247737,-2.951043,1.398213,9.349751,2.142840,2.500000,-0.268786,0.180000
3.360000,0.804777,-0.269289,-15.304929,-2.770246,1.507451,8.723767,2.264175,2.500000,-0.275963,0.180000
3.380000,0.799698,-0.238394,-15.358633,-2.602321,1.575567,8.063440,2.361352,2.500000,-0.281881,0.180000
3.400000,0.795248,-0.206509,-15.409112,-2.447904,1.607241,7.373810,2.433287,2.500000,-0.286703,0.180000
3.420000,0.791439,-0.174318,-15.456642,-2.307530,1.606829,6.659893,2.479120,2.500000,-0.290575,0.180000
3.440000,0.788273,-0.142423,-15.501510,-2.181640,1.578245,5.926136,2.498225,2.500000,-0.293629,0.180000
3.460000,0.785737,-0.111353,-15.544007,-2.070593,1.524919,5.176138,2.490219,2.500000,-0.295977,0.180000
3.480000,0.783810,-0.081572,-15.584434,-1.974686,1.449794,4.412478,2.454968,2.500000,-0.297714,0.180000
3.500000,0.782463,-0.053490,-15.623097,-1.894174,1.355375,3.636725,2.392585,2.500000,-0.298920,0.180000
3.520000,0.781657,-0.027471,-15.660305,-1.829292,1.243802,2.849560,2.303433,2.500000,-0.299659,0.180000
3.540000,0.781348,-0.003840,-15.696374,-1.780268,1.116934,2.050905,2.188124,2.500000,-0.299980,0.180000
3.560000,0.781485,0.017116,-15.731624,-1.747337,0.976450,1.240152,2.047513,2.500000,-0.299916,0.180000
3.580000,0.782013,0.035138,-15.766377,-1.730749,0.823943,0.416378,1.882694,2.500000,-0.299488,0.180000
3.600000,0.782870,0.050004,-15.800964,-1.730775,0.661025,-0.421427,1.694987,2.500000,-0.298704,0.180000
3.620000,0.783991,0.061521,-15.835721,-1.747705,0.489429,-1.274088,1.485932,2.500000,-0.297555,0.180000
3.640000,0.785307,0.069536,-15.870987,-1.781841,0.311114,-2.141999,1.257274,2.500000,-0.296022,0.180000
3.660000,0.786748,0.073936,-15.907111,-1.833485,0.128378,-3.024851,1.010948,2.500000,-0.294071,0.180000
3.680000,0.788240,0.074660,-15.944445,-1.902926,-0.056033,-3.921330,0.749064,2.500000,-0.291650,0.180000
3.700000,0.789710,0.071706,-15.983348,-1.990412,-0.238803,-4.828858,0.473886,2.500000,-0.288696,0.180000
3.720000,0.791084,0.065145,-16.024183,-2.096127,-0.415937,-5.743317,0.187818,2.500000,-0.285125,0.180000
3.740000,0.792293,0.055138,-16.067315,-2.220153,-0.582664,-6.658846,-0.106625,2.500000,-0.280837,0.180000
3.760000,0.793269,0.041945,-16.113111,-2.362437,-0.733366,-7.567754,-0.406831,2.500000,-0.275713,0.180000
3.780000,0.793952,0.025953,-16.161933,-2.522756,-0.861566,-8.460578,-0.710119,2.500000,-0.269614,0.180000
3.800000,0.794292,0.007681,-16.214139,-2.700681,-0.959988,-9.326416,-1.013760,2.500000,-0.262382,0.180000
3.820000,0.794248,-0.012196,-16.270073,-2.895555,-1.020723,-10.153552,-1.315005,2.500000,-0.253840,0.180000
3.840000,0.793799,-0.032842,-16.330068,-3.106487,-1.035522,-10.930447,-1.611104,2.500000,-0.243796,0.180000
3.860000,0.792936,-0.053256,-16.394433,-3.332370,-0.996206,-11.647054,-1.899335,2.500000,-0.232047,0.180000
3.880000,0.791678,-0.072278,-16.463454,-3.571920,-0.895180,-12.296365,-2.177029,2.500000,-0.218381,0.180000
3.900000,0.790063,-0.088608,-16.537391,-3.823759,-0.725999,-12.875975,-2.441587,2.500000,-0.202589,0.180000
3.920000,0.788161,-0.100831,-16.616477,-4.086516,-0.483914,-13.389404,-2.690515,2.500000,-0.184476,0.180000
3.940000,0.786067,-0.107461,-16.700917,-4.358960,-0.166303,-13.846856,-2.921435,2.500000,-0.163866,0.180000
3.960000,0.783910,-0.106978,-16.790894,-4.640128,0.227020,-14.265173,-3.132114,2.500000,-0.140623,0.180000
3.980000,0.781845,-0.097890,-16.886576,-4.929455,0.693671,-14.666777,-3.320485,2.500000,-0.114662,0.180000
4.000000,0.780061,-0.078776,-16.988125,-5.226860,1.228581,-15.077549,-3.484660,2.500000,-0.085968,0.180000
4.020000,0.778770,-0.048344,-17.095707,-5.532793,1.823768,-15.523528,-3.622953,2.500000,-0.054610,0.180000
4.040000,0.778210,-0.005500,-17.209500,-5.848180,2.467659,-16.026181,-3.733893,2.500000,-0.020761,0.180000
4.060000,0.778638,0.050578,-17.329706,-6.174291,3.143607,-16.595596,-3.816240,2.500000,0.015277,0.180000
4.080000,0.780324,0.120296,-17.456552,-6.512379,3.826970,-17.220311,-3.868995,2.500000,0.053057,0.180000
4.100000,0.783540,0.203462,-17.590286,-6.863163,4.480346,-17.851822,-3.891411,2.500000,0.091954,0.180000
4.120000,0.788545,0.298926,-17.731157,-7.225769,5.046118,-18.381509,-3.883000,2.500000,0.131137,0.180000
4.140000,0.795563,0.404157,-17.879373,-7.596456,5.437524,-18.610253,-3.843537,2.500000,0.169545,0.180000
4.160000,0.804745,0.514451,-18.035011,-7.966096,5.530194,-18.217905,-3.773065,2.500000,0.205860,0.180000
4.180000,0.816125,0.622318,-18.197901,-8.318083,5.166239,-16.762291,-3.671895,2.500000,0.238524,0.180000
4.200000,0.829551,0.716985,-18.367444,-8.626268,4.187371,-13.764178,-3.540604,2.500000,0.265805,0.180000
4.220000,0.844628,0.785150,-18.542431,-8.856348,2.516096,-8.940186,-3.380029,2.500000,0.285962,0.180000
4.240000,0.860692,0.813702,-18.720941,-8.973160,0.264334,-2.533985,-3.191263,2.500000,0.297522,0.180000
4.260000,0.876853,0.794130,-18.900440,-8.953239,-2.222531,4.531019,-2.975643,2.500000,0.299612,0.180000
4.280000,0.892134,0.726346,-19.078149,-8.796096,-4.481085,10.979228,-2.734743,2.500000,0.292196,0.180000
4.300000,0.905642,0.618889,-19.251521,-8.524908,-6.147761,15.826152,-2.470356,2.500000,0.276088,0.180000
4.320000,0.916715,0.485292,-19.418627,-8.175882,-7.093502,18.769493,-2.184483,2.500000,0.252721,0.180000
4.340000,0.924972,0.339480,-19.578280,-7.785067,-7.392424,20.079315,-1.879313,2.500000,0.223807,0.180000
4.360000,0.930289,0.192800,-19.729939,-7.380233,-7.210369,20.258846,-1.557204,2.500000,0.191057,0.180000
4.380000,0.932732,0.053143,-19.873515,-6.979033,-6.715355,19.785578,-1.220664,2.500000,0.155996,0.180000
4.400000,0.932495,-0.074614,-20.009188,-6.590798,-6.038867,19.009987,-0.872329,2.500000,0.119903,0.180000
4.420000,0.929845,-0.187810,-20.137259,-6.219154,-5.271057,18.153121,-0.514939,2.500000,0.083798,0.180000
4.440000,0.925087,-0.285232,-20.258067,-5.864385,-4.469400,17.338736,-0.151314,2.500000,0.048472,0.180000
4.460000,0.918543,-0.366598,-20.371936,-5.524914,-3.668963,16.626786,0.215669,2.500000,0.014519,0.180000
4.480000,0.910529,-0.432147,-20.479150,-5.198470,-2.890946,16.038606,0.583105,2.500000,-0.017629,0.180000
4.500000,0.901358,-0.482470,-20.579945,-4.882551,-2.148149,15.573266,0.948081,2.500000,-0.047675,0.180000
4.520000,0.891327,-0.518361,-20.674507,-4.574808,-1.448564,15.217764,1.307709,2.500000,-0.075428,0.180000
4.540000,0.880714,-0.540736,-20.762978,-4.273233,-0.797396,14.953177,1.659144,2.500000,-0.100788,0.180000
4.560000,0.869781,-0.550601,-20.845466,-3.976211,-0.198100,14.758544,1.999616,2.500000,-0.123727,0.180000
4.580000,0.858766,-0.549020,-20.922049,-3.682560,0.347105,14.613366,2.326449,2.500000,-0.144274,0.180000
4.600000,0.847889,-0.537087,-20.992785,-3.391476,0.837089,14.499296,2.637087,2.500000,-0.162504,0.180000
4.620000,0.837344,-0.515906,-21.057722,-3.102484,1.271771,14.401252,2.929119,2.500000,-0.178525,0.180000
