time_s,cart_pos_m,cart_vel_mps,pendulum_angle_rad,pendulum_ang_vel_radps,cart_accel_mps2,pendulum_ang_accel_radps2,applied_force_N,applied_pendulum_torque_Nm
1.425000,-1.414688,-0.032258,1.084808,-0.345778,1.433625,15.572929,0.000000,0.000000
1.430000,-1.414831,-0.025056,1.083274,-0.267910,1.446452,15.574450,0.000000,0.000000
1.435000,-1.414939,-0.017799,1.082129,-0.190034,1.456014,15.575592,0.000000,0.000000
1.440000,-1.415009,-0.010501,1.081373,-0.112154,1.462320,15.576348,0.000000,0.000000
1.445000,-1.415043,-0.003181,1.081007,-0.034272,1.465374,15.576715,0.000000,0.000000
1.450000,-1.415041,0.004147,1.081031,0.043612,1.465179,15.576692,0.000000,0.000000
1.455000,-1.415002,0.011465,1.081443,0.121495,1.461735,15.576278,0.000000,0.000000
1.460000,-1.414926,0.018759,1.082246,0.199374,1.455040,15.575475,0.000000,0.000000
1.465000,-1.414815,0.026010,1.083437,0.277249,1.445086,15.574288,0.000000,0.000000
1.470000,-1.414666,0.033204,1.085018,0.355117,1.431867,15.572722,0.000000,0.000000
1.475000,-1.414483,0.040324,1.086988,0.432976,1.415371,15.570785,0.000000,0.000000
1.480000,-1.414263,0.047352,1.089348,0.510824,1.395584,15.568489,0.000000,0.000000
1.485000,-1.414009,0.054274,1.092096,0.588660,1.372491,15.565845,0.000000,0.000000
1.490000,-1.413721,0.061072,1.095234,0.666482,1.346074,15.562871,0.000000,0.000000
1.495000,-1.413399,0.067729,1.098761,0.744288,1.316311,15.559586,0.000000,0.000000
1.500000,-1.413044,0.074229,1.102677,0.822077,1.283180,15.556013,0.000000,0.000000
1.505000,-1.412657,0.080555,1.106982,0.899848,1.246657,15.552178,0.000000,0.000000
1.510000,-1.412239,0.086690,1.111676,0.977599,1.206715,15.548115,0.000000,0.000000
1.515000,-1.411790,0.092617,1.116758,1.055329,1.163326,15.543858,0.000000,0.000000
1.520000,-1.411313,0.098318,1.122229,1.133037,1.116461,15.539452,0.000000,0.000000
1.525000,-1.410807,0.103775,1.128088,1.210723,1.066090,15.534943,0.000000,0.000000
1.530000,-1.410275,0.108973,1.134336,1.288386,1.012180,15.530386,0.000000,0.000000
1.535000,-1.409718,0.113891,1.140972,1.366027,0.954700,15.525844,0.000000,0.000000
1.540000,-1.409137,0.118514,1.147996,1.443644,0.893615,15.521385,0.000000,0.000000
1.545000,-1.408534,0.122821,1.155408,1.521240,0.828893,15.517086,0.000000,0.000000
1.550000,-1.407909,0.126796,1.163209,1.598816,0.760499,15.513035,0.000000,0.000000
1.555000,-1.407266,0.130420,1.171397,1.676372,0.688399,15.509324,0.000000,0.000000
1.560000,-1.406606,0.133674,1.179972,1.753910,0.612560,15.506061,0.000000,0.000000
1.565000,-1.405930,0.136540,1.188936,1.831434,0.532946,15.503359,0.000000,0.000000
1.570000,-1.405241,0.138997,1.198287,1.908946,0.449524,15.501344,0.000000,0.000000
1.575000,-1.404541,0.141028,1.208025,1.986451,0.362262,15.500152,0.000000,0.000000
1.580000,-1.403832,0.142614,1.218151,2.063951,0.271128,15.499932,0.000000,0.000000
1.585000,-1.403115,0.143733,1.228665,2.141452,0.176088,15.500843,0.000000,0.000000
1.590000,-1.402395,0.144368,1.239566,2.218960,0.077113,15.503056,0.000000,0.000000
1.595000,-1.401673,0.144498,1.250854,2.296483,-0.025830,15.506757,0.000000,0.000000
1.600000,-1.400951,0.144103,1.262530,2.374028,-0.132769,15.512141,0.000000,0.000000
1.605000,-1.400232,0.143163,1.274594,2.451605,-0.243734,15.519418,0.000000,0.000000
1.610000,-1.399520,0.141659,1.287046,2.529225,-0.358754,15.528809,0.000000,0.000000
1.615000,-1.398817,0.139569,1.299887,2.606897,-0.477855,15.540551,0.000000,0.000000
1.620000,-1.398126,0.136873,1.313116,2.684635,-0.601065,15.554892,0.000000,0.000000
1.625000,-1.397449,0.133551,1.326733,2.762452,-0.728407,15.572092,0.000000,0.000000
1.630000,-1.396791,0.129582,1.340740,2.840363,-0.859907,15.592427,0.000000,0.000000
1.635000,-1.396155,0.124945,1.355137,2.918383,-0.995588,15.616183,0.000000,0.000000
1.640000,-1.395543,0.119619,1.369925,2.996531,-1.135475,15.643660,0.000000,0.000000
1.645000,-1.394960,0.113584,1.385103,3.074826,-1.279588,15.675171,0.000000,0.000000
1.650000,-1.394408,0.106816,1.400673,3.153290,-1.427951,15.711040,0.000000,0.000000
1.655000,-1.393893,0.099297,1.416636,3.231944,-1.580584,15.751603,0.000000,0.000000
1.660000,-1.393417,0.091003,1.432993,3.310814,-1.737509,15.797207,0.000000,0.000000
1.665000,-1.392984,0.081915,1.449744,3.389925,-1.898745,15.848211,0.000000,0.000000
1.670000,-1.392599,0.072009,1.466892,3.469305,-2.064310,15.904982,0.000000,0.000000
1.675000,-1.392265,0.061264,1.484438,3.548985,-2.234223,15.967898,0.000000,0.000000
1.680000,-1.391988,0.049659,1.502383,3.628996,-2.408498,16.037344,0.000000,0.000000
1.685000,-1.391770,0.037172,1.520729,3.709370,-2.587149,16.113714,0.000000,0.000000
1.690000,-1.391617,0.023781,1.539477,3.790145,-2.770190,16.197406,0.000000,0.000000
1.695000,-1.391534,0.009463,1.558631,3.871357,-2.957628,16.288823,0.000000,0.000000
1.700000,-1.391524,-0.005803,1.578192,3.953047,-3.149469,16.388371,0.000000,0.000000
1.705000,-1.391593,-0.022039,1.598162,4.035255,-3.345714,16.496456,0.000000,0.000000
1.710000,-1.391746,-0.039268,1.618545,4.118026,-3.546357,16.613481,0.000000,0.000000
1.715000,-1.391988,-0.057510,1.639343,4.201406,-3.751385,16.739845,0.000000,0.000000
1.720000,-1.392323,-0.076789,1.660560,4.285441,-3.960776,16.875936,0.000000,0.000000
1.725000,-1.392757,-0.097125,1.682199,4.370181,-4.174498,17.022130,0.000000,0.000000
1.730000,-1.393296,-0.118540,1.704263,4.455679,-4.392502,17.178783,0.000000,0.000000
1.735000,-1.393945,-0.141057,1.726757,4.541987,-4.614727,17.346227,0.000000,0.000000
1.740000,-1.394709,-0.164695,1.749685,4.629160,-4.841088,17.524760,0.000000,0.000000
1.745000,-1.395594,-0.189475,1.773050,4.717254,-5.071476,17.714639,0.000000,0.000000
1.750000,-1.396605,-0.215417,1.796859,4.806327,-5.305751,17.916068,0.000000,0.000000
1.755000,-1.397750,-0.242539,1.821115,4.896435,-5.543738,18.129187,0.000000,0.000000
1.760000,-1.399033,-0.270860,1.845825,4.987637,-5.785220,18.354055,0.000000,0.000000
1.765000,-1.400460,-0.300395,1.870994,5.079993,-6.029927,18.590634,0.000000,0.000000
1.770000,-1.402039,-0.331161,1.896627,5.173558,-6.277527,18.838764,0.000000,0.000000
1.775000,-1.403774,-0.363172,1.922731,5.268393,-6.527630,19.098151,0.000000,0.000000
1.780000,-1.405672,-0.396441,1.949313,5.364557,-6.779755,19.368326,0.000000,0.000000
1.785000,-1.407741,-0.430975,1.976379,5.462100,-7.033317,19.648611,0.000000,0.000000
1.790000,-1.409984,-0.466780,2.003937,5.561069,-7.287611,19.938079,0.000000,0.000000
1.795000,-1.412411,-0.503855,2.031992,5.661502,-7.541795,20.235510,0.000000,0.000000
1.800000,-1.415025,-0.542196,2.060554,5.763436,-7.794872,20.539344,0.000000,0.000000
1.805000,-1.417835,-0.581797,2.089629,5.866897,-8.045668,20.847617,0.000000,0.000000
1.810000,-1.420845,-0.622643,2.119226,5.971907,-8.292803,21.157902,0.000000,0.000000
1.815000,-1.424063,-0.664708,2.149350,6.078454,-8.534618,21.467185,0.000000,0.000000
1.820000,-1.427494,-0.707966,2.180012,6.186542,-8.769244,21.771880,0.000000,0.000000
1.825000,-1.431144,-0.752381,2.211218,6.296148,-8.994489,22.067664,0.000000,0.000000
1.830000,-1.435020,-0.797900,2.242977,6.407215,-9.207780,22.349359,0.000000,0.000000
1.835000,-1.439126,-0.844451,2.275294,6.519648,-9.406135,22.610827,0.000000,0.000000
1.840000,-1.443467,-0.891946,2.308176,6.633317,-9.586134,22.844879,0.000000,0.000000
1.845000,-1.448047,-0.940282,2.341629,6.748056,-9.743898,23.043180,0.000000,0.000000
1.850000,-1.452870,-0.989336,2.375658,6.863661,-9.875072,23.196178,0.000000,0.000000
1.855000,-1.457940,-1.038969,2.410266,6.979896,-9.974817,23.293051,0.000000,0.000000
1.860000,-1.463260,-1.089016,2.445456,7.096461,-10.037775,23.321632,0.000000,0.000000
1.865000,-1.468831,-1.139275,2.481230,7.212971,-10.058033,23.268363,0.000000,0.000000
1.870000,-1.474653,-1.189516,2.517585,7.328982,-10.029260,23.118476,0.000000,0.000000
1.875000,-1.480726,-1.239475,2.554519,7.443970,-9.944766,22.856152,0.000000,0.000000
1.880000,-1.487047,-1.288858,2.592024,7.557331,-9.797652,22.464836,0.000000,0.000000
1.885000,-1.493613,-1.337334,2.630089,7.668376,-9.581011,21.927698,0.000000,0.000000
1.890000,-1.500418,-1.384540,2.668702,7.776337,-9.288194,21.228240,0.000000,0.000000
1.895000,-1.507455,-1.430080,2.707845,7.880364,-8.913118,20.351050,0.000000,0.000000
1.900000,-1.514715,-1.473533,2.747497,7.979546,-8.450691,19.282792,0.000000,0.000000
1.905000,-1.522187,-1.514448,2.787631,8.072886,-7.897220,18.013262,0.000000,0.000000
1.910000,-1.529855,-1.552351,2.828214,8.159333,-7.250887,16.536536,0.000000,0.000000
1.915000,-1.537704,-1.586785,2.869211,8.237864,-6.512295,14.852256,0.000000,0.000000
1.920000,-1.545716,-1.617310,2.910578,8.307483,-5.684794,12.966543,0.000000,0.000000
1.925000,-1.553870,-1.643498,2.952269,8.367221,-4.774723,10.892662,0.000000,0.000000
1.930000,-1.562143,-1.664945,2.994232,8.416155,-3.791528,8.651358,0.000000,0.000000
1.935000,-1.570511,-1.681320,3.036412,8.453521,-2.747745,6.270802,0.000000,0.000000
1.940000,-1.578948,-1.692351,3.078747,8.478698,-1.658635,3.785779,0.000000,0.000000
1.945000,-1.587425,-1.697856,3.121177,8.491264,-0.541573,1.236210,0.000000,0.000000
1.950000,-1.595916,-1.697747,3.163637,8.491013,0.584725,-1.334709,0.000000,0.000000
1.955000,-1.604393,-1.692024,3.206066,8.477951,1.701082,-3.882649,0.000000,0.000000
1.960000,-1.612828,-1.680783,3.248397,8.452295,2.788772,-6.364397,0.000000,0.000000
1.965000,-1.621192,-1.664208,3.290569,8.414470,3.830479,-8.740178,0.000000,0.000000
1.970000,-1.629461,-1.642578,3.332522,8.365121,4.811081,-10.975527,0.000000,0.000000
1.975000,-1.637610,-1.616228,3.374202,8.305016,5.718166,-13.042565,0.000000,0.000000
1.980000,-1.645616,-1.585542,3.415556,8.235029,6.542351,-14.920744,0.000000,0.000000
1.985000,-1.653459,-1.550951,3.456537,8.156139,7.277401,-16.597059,0.000000,0.000000
1.990000,-1.661120,-1.512916,3.497104,8.069389,7.920129,-18.065729,0.000000,0.000000
1.995000,-1.668583,-1.471901,3.537220,7.975819,8.470070,-19.327410,0.000000,0.000000
2.000000,-1.675835,-1.428368,3.576853,7.876454,8.929101,-20.388176,0.000000,0.000000
2.005000,-1.682864,-1.382760,3.615976,7.772266,9.300941,-21.258321,0.000000,0.000000
2.010000,-1.689660,-1.335497,3.654569,7.664169,9.590718,-21.951257,0.000000,0.000000
2.015000,-1.696216,-1.286978,3.692613,7.553019,9.804556,-22.482472,0.000000,0.000000
2.020000,-1.702528,-1.237566,3.730095,7.439586,9.949132,-22.868512,0.000000,0.000000
2.025000,-1.708591,-1.187590,3.767006,7.324548,10.031356,-23.126209,0.000000,0.000000
2.030000,-1.714404,-1.137344,3.803339,7.208507,10.058121,-23.272096,0.000000,0.000000
2.035000,-1.719965,-1.087090,3.839091,7.091985,10.036107,-23.321955,0.000000,0.000000
2.040000,-1.725275,-1.037054,3.874259,6.975424,9.971630,-23.290509,0.000000,0.000000
2.045000,-1.730336,-0.987436,3.908845,6.859198,9.870558,-23.191236,0.000000,0.000000
2.050000,-1.735150,-0.938403,3.942852,6.743611,9.738254,-23.036281,0.000000,0.000000
2.055000,-1.739721,-0.890097,3.976283,6.628909,9.579557,-22.836439,0.000000,0.000000
2.060000,-1.744053,-0.842641,4.009143,6.515297,9.398812,-22.601219,0.000000,0.000000
2.065000,-1.748149,-0.796137,4.041438,6.402935,9.199871,-22.338899,0.000000,0.000000
2.070000,-1.752016,-0.750667,4.073175,6.291942,8.986112,-22.056601,0.000000,0.000000
2.075000,-1.755658,-0.706298,4.104360,6.182398,8.760472,-21.760392,0.000000,0.000000
2.080000,-1.759081,-0.663082,4.135001,6.074361,8.525514,-21.455427,0.000000,0.000000
2.085000,-1.762290,-0.621058,4.165106,5.967859,8.283430,-21.146012,0.000000,0.000000
2.090000,-1.765293,-0.580256,4.194682,5.862903,8.036111,-20.835737,0.000000,0.000000
2.095000,-1.768095,-0.540699,4.223738,5.759490,7.785180,-20.527573,0.000000,0.000000
2.100000,-1.770702,-0.502403,4.252280,5.657608,7.532025,-20.223941,0.000000,0.000000
2.105000,-1.773121,-0.465378,4.280316,5.557233,7.277824,-19.926793,0.000000,0.000000
2.110000,-1.775358,-0.429626,4.307854,5.458328,7.023561,-19.637671,0.000000,0.000000
2.115000,-1.777420,-0.395143,4.334902,5.360847,6.770058,-19.357770,0.000000,0.000000
2.120000,-1.779312,-0.361925,4.361465,5.264739,6.518009,-19.088002,0.000000,0.000000
2.125000,-1.781041,-0.329963,4.387551,5.169955,6.267996,-18.829040,0.000000,0.000000
2.130000,-1.782613,-0.299244,4.413167,5.076435,6.020495,-18.581344,0.000000,0.000000
2.135000,-1.784035,-0.269754,4.438318,4.984123,5.775902,-18.345210,0.000000,0.000000
2.140000,-1.785313,-0.241478,4.463010,4.892960,5.534543,-18.120789,0.000000,0.000000
2.145000,-1.786452,-0.214399,4.487249,4.802889,5.296687,-17.908118,0.000000,0.000000
2.150000,-1.787459,-0.188501,4.511041,4.713853,5.062554,-17.707133,0.000000,0.000000
2.155000,-1.788339,-0.163765,4.534389,4.625794,4.832317,-17.517694,0.000000,0.000000
2.160000,-1.789099,-0.140171,4.557300,4.538656,4.606115,-17.339593,0.000000,0.000000
2.165000,-1.789743,-0.117698,4.579777,4.452382,4.384054,-17.172570,0.000000,0.000000
2.170000,-1.790277,-0.096325,4.601825,4.366916,4.166215,-17.016325,0.000000,0.000000
2.175000,-1.790708,-0.076030,4.623448,4.282203,3.952659,-16.870526,0.000000,0.000000
2.180000,-1.791039,-0.056792,4.644648,4.198194,3.743434,-16.734815,0.000000,0.000000
2.185000,-1.791277,-0.038588,4.665431,4.114839,3.538574,-16.608817,0.000000,0.000000
2.190000,-1.791427,-0.021399,4.685798,4.032091,3.338100,-16.492142,0.000000,0.000000
2.195000,-1.791493,-0.005200,4.705753,3.949903,3.142024,-16.384393,0.000000,0.000000
2.200000,-1.791481,0.010029,4.725298,3.868232,2.950352,-16.285164,0.000000,0.000000
2.205000,-1.791394,0.024311,4.744436,3.787038,2.763083,-16.194051,0.000000,0.000000
2.210000,-1.791239,0.037668,4.763169,3.706279,2.580211,-16.110648,0.000000,0.000000
2.215000,-1.791019,0.050121,4.781499,3.625919,2.401727,-16.034551,0.000000,0.000000
2.220000,-1.790739,0.061692,4.799429,3.545922,2.227620,-15.965362,0.000000,0.000000
2.225000,-1.790404,0.072404,4.816959,3.466255,2.057875,-15.902689,0.000000,0.000000
2.230000,-1.790017,0.082278,4.834092,3.386885,1.892476,-15.846146,0.000000,0.000000
2.235000,-1.789582,0.091336,4.850828,3.307783,1.731406,-15.795357,0.000000,0.000000
2.240000,-1.789105,0.099599,4.867170,3.228922,1.574646,-15.749953,0.000000,0.000000
2.245000,-1.788588,0.107089,4.883118,3.150276,1.422177,-15.709576,0.000000,0.000000
2.250000,-1.788035,0.113828,4.898673,3.071819,1.273977,-15.673881,0.000000,0.000000
2.255000,-1.787451,0.119836,4.913836,2.993530,1.130026,-15.642530,0.000000,0.000000
2.260000,-1.786838,0.125135,4.928608,2.915387,0.990302,-15.615201,0.000000,0.000000
2.265000,-1.786200,0.129746,4.942990,2.837371,0.854782,-15.591582,0.000000,0.000000
2.270000,-1.785541,0.133690,4.956982,2.759465,0.723443,-15.571373,0.000000,0.000000
2.275000,-1.784864,0.136988,4.970585,2.681652,0.596259,-15.554287,0.000000,0.000000
2.280000,-1.784173,0.139660,4.983799,2.603916,0.473208,-15.540051,0.000000,0.000000
2.285000,-1.783469,0.141727,4.996625,2.526246,0.354264,-15.528404,0.000000,0.000000
2.290000,-1.782756,0.143209,5.009062,2.448628,0.239400,-15.519098,0.000000,0.000000
2.295000,-1.782038,0.144127,5.021111,2.371052,0.128590,-15.511898,0.000000,0.000000
2.300000,-1.781316,0.144502,5.032772,2.293507,0.021804,-15.506583,0.000000,0.000000
2.305000,-1.780594,0.144352,5.044046,2.215985,-0.080986,-15.502943,0.000000,0.000000
2.310000,-1.779873,0.143699,5.054932,2.138477,-0.179810,-15.500782,0.000000,0.000000
2.315000,-1.779157,0.142561,5.065431,2.060976,-0.274700,-15.499918,0.000000,0.000000
2.320000,-1.778448,0.140958,5.075542,1.983475,-0.365685,-15.500178,0.000000,0.000000
2.325000,-1.777749,0.138910,5.085265,1.905971,-0.452799,-15.501404,0.000000,0.000000
2.330000,-1.777060,0.136436,5.094602,1.828459,-0.536073,-15.503448,0.000000,0.000000
2.335000,-1.776385,0.133556,5.103550,1.750935,-0.615542,-15.506174,0.000000,0.000000
2.340000,-1.775725,0.130287,5.112111,1.673396,-0.691237,-15.509456,0.000000,0.000000
2.345000,-1.775083,0.126650,5.120284,1.595839,-0.763194,-15.513182,0.000000,0.000000
2.350000,-1.774459,0.122662,5.128069,1.518263,-0.831446,-15.517245,0.000000,0.000000
2.355000,-1.773857,0.118341,5.135467,1.440666,-0.896028,-15.521551,0.000000,0.000000
2.360000,-1.773276,0.113707,5.142476,1.363048,-0.956973,-15.526014,0.000000,0.000000
2.365000,-1.772720,0.108778,5.149097,1.285407,-1.014316,-15.530559,0.000000,0.000000
2.370000,-1.772189,0.103570,5.155330,1.207743,-1.068089,-15.535114,0.000000,0.000000
2.375000,-1.771685,0.098102,5.161174,1.130057,-1.118326,-15.539620,0.000000,0.000000
2.380000,-1.771208,0.092393,5.166630,1.052348,-1.165056,-15.544022,0.000000,0.000000
2.385000,-1.770761,0.086458,5.171698,0.974616,-1.208313,-15.548271,0.000000,0.000000
2.390000,-1.770344,0.080315,5.176377,0.896865,-1.248123,-15.552327,0.000000,0.000000
2.395000,-1.769958,0.073982,5.180666,0.819093,-1.284516,-15.556152,0.000000,0.000000
2.400000,-1.769605,0.067476,5.184567,0.741303,-1.317517,-15.559714,0.000000,0.000000
2.405000,-1.769284,0.060813,5.188079,0.663496,-1.347151,-15.562988,0.000000,0.000000
2.410000,-1.768997,0.054010,5.191202,0.585674,-1.373441,-15.565950,0.000000,0.000000
2.415000,-1.768744,0.047084,5.193936,0.507837,-1.396406,-15.568580,0.000000,0.000000
2.420000,-1.768526,0.040051,5.196281,0.429989,-1.416066,-15.570863,0.000000,0.000000
2.425000,-1.768344,0.032929,5.198236,0.352130,-1.432437,-15.572786,0.000000,0.000000
2.430000,-1.768197,0.025732,5.199802,0.274262,-1.445530,-15.574337,0.000000,0.000000
2.435000,-1.768086,0.018479,5.200979,0.196387,-1.455359,-15.575510,0.000000,0.000000
2.440000,-1.768012,0.011184,5.201766,0.118507,-1.461930,-15.576298,0.000000,0.000000
2.445000,-1.767975,0.003865,5.202164,0.040625,-1.465249,-15.576697,0.000000,0.000000
2.450000,-1.767974,-0.003463,5.202172,-0.037259,-1.465319,-15.576705,0.000000,0.000000
2.455000,-1.768009,-0.010783,5.201791,-0.115142,-1.462140,-15.576323,0.000000,0.000000
2.460000,-1.768081,-0.018079,5.201021,-0.193022,-1.455710,-15.575552,0.000000,0.000000
2.465000,-1.768190,-0.025334,5.199861,-0.270897,-1.446022,-15.574396,0.000000,0.000000
2.470000,-1.768335,-0.032534,5.198312,-0.348765,-1.433070,-15.572860,0.000000,0.000000
2.475000,-1.768515,-0.039660,5.196373,-0.426625,-1.416842,-15.570954,0.000000,0.000000
2.480000,-1.768731,-0.046697,5.194045,-0.504474,-1.397324,-15.568686,0.000000,0.000000
2.485000,-1.768982,-0.053628,5.191329,-0.582311,-1.374502,-15.566070,0.000000,0.000000
2.490000,-1.769267,-0.060436,5.188222,-0.660134,-1.348356,-15.563123,0.000000,0.000000
2.495000,-1.769586,-0.067106,5.184727,-0.737942,-1.318867,-15.559862,0.000000,0.000000
2.500000,-1.769938,-0.073619,5.180843,-0.815732,-1.286012,-15.556311,0.000000,0.000000
2.505000,-1.770322,-0.079960,5.176570,-0.893504,-1.249766,-15.552497,0.000000,0.000000
2.510000,-1.770737,-0.086111,5.171908,-0.971257,-1.210104,-15.548451,0.000000,0.000000
2.515000,-1.771183,-0.092055,5.166857,-1.048989,-1.166997,-15.544209,0.000000,0.000000
2.520000,-1.771657,-0.097775,5.161418,-1.126699,-1.120417,-15.539813,0.000000,0.000000
2.525000,-1.772160,-0.103254,5.155590,-1.204387,-1.070333,-15.535310,0.000000,0.000000
2.530000,-1.772689,-0.108473,5.149374,-1.282052,-1.016713,-15.530756,0.000000,0.000000
2.535000,-1.773244,-0.113415,5.142770,-1.359694,-0.959525,-15.526210,0.000000,0.000000
2.540000,-1.773823,-0.118062,5.135777,-1.437314,-0.898736,-15.521741,0.000000,0.000000
2.545000,-1.774424,-0.122396,5.128397,-1.514911,-0.834312,-15.517426,0.000000,0.000000
2.550000,-1.775047,-0.126399,5.120628,-1.592488,-0.766219,-15.513351,0.000000,0.000000
2.555000,-1.775688,-0.130052,5.112472,-1.670046,-0.694423,-15.509609,0.000000,0.000000
2.560000,-1.776346,-0.133337,5.103928,-1.747586,-0.618890,-15.506305,0.000000,0.000000
2.565000,-1.777021,-0.136235,5.094996,-1.825111,-0.539585,-15.503552,0.000000,0.000000
2.570000,-1.777708,-0.138727,5.085677,-1.902624,-0.456475,-15.501476,0.000000,0.000000
2.575000,-1.778407,-0.140793,5.075970,-1.980128,-0.369528,-15.500212,0.000000,0.000000
2.580000,-1.779115,-0.142415,5.065875,-2.057628,-0.278711,-15.499907,0.000000,0.000000
2.585000,-1.779830,-0.143574,5.055394,-2.135129,-0.183991,-15.500719,0.000000,0.000000
2.590000,-1.780550,-0.144249,5.044524,-2.212636,-0.085338,-15.502820,0.000000,0.000000
2.595000,-1.781272,-0.144420,5.033267,-2.290157,0.017280,-15.506392,0.000000,0.000000
2.600000,-1.781994,-0.144069,5.021623,-2.367701,0.123892,-15.511631,0.000000,0.000000
2.605000,-1.782712,-0.143175,5.009590,-2.445275,0.234528,-15.518745,0.000000,0.000000
2.610000,-1.783424,-0.141717,4.997170,-2.522891,0.349216,-15.527955,0.000000,0.000000
2.615000,-1.784128,-0.139676,4.984361,-2.600559,0.467984,-15.539496,0.000000,0.000000
2.620000,-1.784820,-0.137031,4.971164,-2.678291,0.590857,-15.553615,0.000000,0.000000
2.625000,-1.785497,-0.133760,4.957578,-2.756101,0.717861,-15.570572,0.000000,0.000000
2.630000,-1.786157,-0.129845,4.943603,-2.834003,0.849021,-15.590641,0.000000,0.000000
2.635000,-1.786795,-0.125263,4.929238,-2.912014,0.984360,-15.614107,0.000000,0.000000
2.640000,-1.787408,-0.119994,4.914483,-2.990151,1.123902,-15.641269,0.000000,0.000000
2.645000,-1.787993,-0.114017,4.899336,-3.068433,1.267670,-15.672439,0.000000,0.000000
2.650000,-1.788547,-0.107311,4.883798,-3.146882,1.415685,-15.707940,0.000000,0.000000
2.655000,-1.789065,-0.099853,4.867867,-3.225520,1.567969,-15.748106,0.000000,0.000000
2.660000,-1.789544,-0.091624,4.851543,-3.304371,1.724543,-15.793286,0.000000,0.000000
2.665000,-1.789980,-0.082601,4.834823,-3.383461,1.885427,-15.843835,0.000000,0.000000
2.670000,-1.790369,-0.072762,4.817707,-3.462819,2.050638,-15.900122,0.000000,0.000000
2.675000,-1.790706,-0.062087,4.800194,-3.542473,2.220195,-15.962522,0.000000,0.000000
2.680000,-1.790988,-0.050553,4.782282,-3.622455,2.394114,-16.031421,0.000000,0.000000
2.685000,-1.791211,-0.038139,4.763969,-3.702799,2.572408,-16.107211,0.000000,0.000000
2.690000,-1.791368,-0.024822,4.745253,-3.783539,2.755090,-16.190291,0.000000,0.000000
2.695000,-1.791457,-0.010580,4.726133,-3.864715,2.942169,-16.281062,0.000000,0.000000
2.700000,-1.791473,0.004607,4.706606,-3.946364,3.133651,-16.379932,0.000000,0.000000
2.705000,-1.791410,0.020764,4.686669,-4.028528,3.329537,-16.487305,0.000000,0.000000
2.710000,-1.791263,0.037910,4.666319,-4.111251,3.529821,-16.603586,0.000000,0.000000
2.715000,-1.791029,0.056069,4.645555,-4.194579,3.734492,-16.729173,0.000000,0.000000
2.720000,-1.790701,0.075262,4.624372,-4.278559,3.943529,-16.864456,0.000000,0.000000
2.725000,-1.790274,0.095511,4.602768,-4.363240,4.156898,-17.009812,0.000000,0.000000
2.730000,-1.789744,0.116838,4.580739,-4.448674,4.374556,-17.165599,0.000000,0.000000
2.735000,-1.789104,0.139264,4.558280,-4.534914,4.596439,-17.332151,0.000000,0.000000
2.740000,-1.788349,0.162810,4.535388,-4.622015,4.822467,-17.509768,0.000000,0.000000
2.745000,-1.787474,0.187496,4.512058,-4.710032,5.052531,-17.698713,0.000000,0.000000
2.750000,-1.786473,0.213342,4.488286,-4.799022,5.286494,-17.899194,0.000000,0.000000
2.755000,-1.785339,0.240367,4.464067,-4.889043,5.524185,-18.111355,0.000000,0.000000
2.760000,-1.784067,0.268589,4.439394,-4.980154,5.765391,-18.335265,0.000000,0.000000
2.765000,-1.782651,0.298025,4.414263,-5.072412,6.009844,-18.570891,0.000000,0.000000
2.770000,-1.781085,0.328690,4.388668,-5.165877,6.257224,-18.818089,0.000000,0.000000
2.775000,-1.779362,0.360600,4.362602,-5.260609,6.507144,-19.076575,0.000000,0.000000
2.780000,-1.777476,0.393766,4.336060,-5.356664,6.759129,-19.345895,0.000000,0.000000
2.785000,-1.775422,0.428197,4.309033,-5.454093,7.012599,-19.625387,0.000000,0.000000
2.790000,-1.773192,0.463898,4.281516,-5.552942,7.266859,-19.914145,0.000000,0.000000
2.795000,-1.770781,0.500868,4.253501,-5.653252,7.521081,-20.210976,0.000000,0.000000
2.800000,-1.768182,0.539105,4.224981,-5.755059,7.774286,-20.514351,0.000000,0.000000
2.805000,-1.765388,0.578604,4.195948,-5.858397,8.025319,-20.822349,0.000000,0.000000
2.810000,-1.762394,0.619347,4.166395,-5.963273,8.272795,-21.132560,0.000000,0.000000
2.815000,-1.759193,0.661313,4.136314,-6.069695,8.515112,-21.442051,0.000000,0.000000
2.820000,-1.755779,0.704479,4.105696,-6.177667,8.750425,-21.747293,0.000000,0.000000
2.825000,-1.752146,0.748805,4.074534,-6.287161,8.976549,-22.044009,0.000000,0.000000
2.830000,-1.748288,0.794238,4.042821,-6.398116,9.190931,-22.327081,0.000000,0.000000
2.835000,-1.744201,0.840706,4.010549,-6.510439,9.390619,-22.590448,0.000000,0.000000
2.840000,-1.739879,0.888125,3.977714,-6.624003,9.572233,-22.827010,0.000000,0.000000
2.845000,-1.735318,0.936392,3.944308,-6.738651,9.731945,-23.028543,0.000000,0.000000
2.850000,-1.730515,0.985391,3.910327,-6.854191,9.865456,-23.185617,0.000000,0.000000
2.855000,-1.725464,1.034986,3.875766,-6.970393,9.967980,-23.287531,0.000000,0.000000
2.860000,-1.720164,1.085007,3.840623,-7.086942,10.034149,-23.322170,0.000000,0.000000
2.865000,-1.714614,1.135256,3.804897,-7.203472,10.058122,-23.276115,0.000000,0.000000
2.870000,-1.708812,1.185508,3.768588,-7.319545,10.033600,-23.134695,0.000000,0.000000
