t,q_1,dq_1,q2,dq2,ddq1,ddq2,output_1,output_2,mass_matrix_11,mass_matrix_12,mass_matrix_22
8.700000,2.907267,0.512756,-2.198484,1.575870,0.730903,13.948885,-0.027291,0.000000,2.500000,-0.176183,0.180000
8.720000,2.917658,0.525667,-2.164169,1.856053,0.553663,14.071098,-0.119428,0.000000,2.500000,-0.167748,0.180000
8.740000,2.928268,0.534636,-2.124225,2.138787,0.336291,14.203985,-0.231517,0.000000,2.500000,-0.157682,0.180000
8.760000,2.939011,0.538834,-2.078599,2.424289,0.076353,14.348751,-0.361610,0.000000,2.500000,-0.145878,0.180000
8.780000,2.949784,0.537391,-2.027234,2.712834,-0.228310,14.508512,-0.507355,0.000000,2.500000,-0.132226,0.180000
8.800000,2.960463,0.529394,-1.970063,3.004769,-0.579425,14.688599,-0.666039,0.000000,2.500000,-0.116623,0.180000
8.820000,2.970909,0.513898,-1.907017,3.300568,-0.978145,14.896685,-0.834646,0.000000,2.500000,-0.098976,0.180000
8.840000,2.980963,0.489944,-1.838011,3.600885,-1.424905,15.142671,-1.009914,0.000000,2.500000,-0.079214,0.180000
8.860000,2.990444,0.456582,-1.762946,3.906601,-1.919249,15.438231,-1.188397,0.000000,2.500000,-0.057291,0.180000
8.880000,2.999157,0.412871,-1.681703,4.218827,-2.459519,15.795849,-1.366537,0.000000,2.500000,-0.033204,0.180000
8.900000,3.006884,0.357919,-1.594140,4.538927,-3.042391,16.227188,-1.540736,0.000000,2.500000,-0.007003,0.180000
8.920000,3.013393,0.290927,-1.500083,4.868467,-3.662030,16.740368,-1.707423,0.000000,2.500000,0.021196,0.180000
8.940000,3.018437,0.211257,-1.399328,5.209089,-4.308609,17.335525,-1.863132,0.000000,2.500000,0.051189,0.180000
8.960000,3.021756,0.118510,-1.291635,5.562338,-4.965955,17.997650,-2.004566,0.000000,2.500000,0.082665,0.180000
8.980000,3.023090,0.012718,-1.176743,5.929179,-5.607640,18.685218,-2.128667,0.000000,2.500000,0.115180,0.180000
9.000000,3.022183,-0.105410,-1.054379,6.309346,-6.191408,19.313055,-2.232676,0.000000,2.500000,0.148130,0.180000
9.020000,3.018802,-0.234128,-0.924295,6.700323,-6.651984,19.729074,-2.314190,0.000000,2.500000,0.180719,0.180000
9.040000,3.012769,-0.370042,-0.786337,7.095505,-6.893571,19.688566,-2.371211,0.000000,2.500000,0.211933,0.180000
9.060000,3.003989,-0.507563,-0.640528,7.482502,-6.788972,18.843178,-2.402186,0.000000,2.500000,0.240534,0.180000
9.080000,2.992511,-0.638340,-0.487224,7.841106,-6.195813,16.779397,-2.406037,0.000000,2.500000,0.265091,0.180000
9.100000,2.978574,-0.751386,-0.327260,8.143199,-5.005684,13.155731,-2.382189,0.000000,2.500000,0.284078,0.180000
9.120000,2.962655,-0.834588,-0.162088,8.356617,-3.225325,7.943632,-2.330578,0.000000,2.500000,0.296068,0.180000
9.140000,2.945459,-0.877690,0.006224,8.453551,-1.043833,1.637921,-2.251655,0.000000,2.500000,0.299994,0.180000
9.160000,2.927848,-0.875969,0.175187,8.421191,1.192690,-4.807069,-2.146379,0.000000,2.500000,0.295408,0.180000
9.180000,2.910703,-0.832077,0.342257,8.267143,3.120056,-10.385770,-2.016198,0.000000,2.500000,0.282600,0.180000
9.200000,2.894788,-0.754805,0.505222,8.015724,4.507902,-14.487957,-1.863024,0.000000,2.500000,0.262520,0.180000
9.220000,2.880656,-0.655696,0.662445,7.698079,5.309800,-17.033891,-1.689194,0.000000,2.500000,0.236547,0.180000
9.240000,2.868631,-0.545770,0.812897,7.342915,5.609889,-18.301742,-1.497429,0.000000,2.500000,0.206219,0.180000
9.260000,2.858839,-0.433754,0.956057,6.971905,5.541811,-18.683730,-1.290779,0.000000,2.500000,0.173024,0.180000
9.280000,2.851254,-0.325692,1.091763,6.599112,5.233464,-18.530019,-1.072563,0.000000,2.500000,0.138277,0.180000
9.300000,2.845759,-0.225342,1.220065,6.232562,4.785129,-18.094802,-0.846313,0.000000,2.500000,0.103076,0.180000
9.320000,2.842175,-0.134743,1.341133,5.876102,4.267511,-17.539862,-0.615697,0.000000,2.500000,0.068295,0.180000
9.340000,2.840298,-0.054786,1.455186,5.531137,3.727661,-16.957519,-0.384455,0.000000,2.500000,0.034606,0.180000
9.360000,2.839912,0.014417,1.562455,5.197675,3.195665,-16.393857,-0.156325,0.000000,2.500000,0.002502,0.180000
9.380000,2.840806,0.073221,1.663166,4.875133,2.690261,-15.866726,0.065025,0.000000,2.500000,-0.027671,0.180000
9.400000,2.842776,0.122280,1.757528,4.562747,2.222650,-15.378056,0.276073,0.000000,2.500000,-0.055695,0.180000
9.420000,2.845637,0.162421,1.845738,4.259795,1.798979,-14.921899,0.473503,0.000000,2.500000,-0.081447,0.180000
9.440000,2.849220,0.194550,1.927979,3.965712,1.421897,-14.489502,0.654274,0.000000,2.500000,-0.104891,0.180000
9.460000,2.853372,0.219607,2.004423,3.680111,1.091512,-14.072413,0.815671,0.000000,2.500000,-0.126049,0.180000
9.480000,2.857963,0.238512,2.075238,3.402759,0.806031,-13.664230,0.955363,0.000000,2.500000,-0.144996,0.180000
9.500000,2.862877,0.252127,2.140588,3.133509,0.562215,-13.261438,1.071439,0.000000,2.500000,-0.161837,0.180000
9.520000,2.868018,0.261249,2.200632,2.872267,0.355802,-12.863546,1.162451,0.000000,2.500000,-0.176704,0.180000
9.540000,2.873302,0.266576,2.255531,2.618920,0.181860,-12.472794,1.227435,0.000000,2.500000,-0.189740,0.180000
9.560000,2.878660,0.268705,2.305440,2.373280,0.035141,-12.093576,1.265930,0.000000,2.500000,-0.201097,0.180000
9.580000,2.884032,0.268128,2.350512,2.135061,-0.089609,-11.731713,1.277986,0.000000,2.500000,-0.210923,0.180000
9.600000,2.889369,0.265234,2.390890,1.903852,-0.197372,-11.393735,1.264163,0.000000,2.500000,-0.219363,0.180000
9.620000,2.894628,0.260316,2.426709,1.679108,-0.292649,-11.086243,1.225514,0.000000,2.500000,-0.226551,0.180000
9.640000,2.899770,0.253585,2.458092,1.460158,-0.379306,-10.815371,1.163573,0.000000,2.500000,-0.232610,0.180000
9.660000,2.904760,0.245180,2.485149,1.246213,-0.460481,-10.586431,1.080315,0.000000,2.500000,-0.237650,0.180000
9.680000,2.909567,0.235186,2.507968,1.036392,-0.538538,-10.403668,0.978125,0.000000,2.500000,-0.241766,0.180000
9.700000,2.914157,0.223649,2.526625,0.829739,-0.615067,-10.270138,0.859745,0.000000,2.500000,-0.245038,0.180000
9.720000,2.918502,0.210588,2.541172,0.625246,-0.690904,-10.187680,0.728229,0.000000,2.500000,-0.247529,0.180000
9.740000,2.922571,0.196016,2.551643,0.421886,-0.766179,-10.156940,0.586877,0.000000,2.500000,-0.249291,0.180000
9.760000,2.926333,0.179948,2.558049,0.218627,-0.840355,-10.177420,0.439176,0.000000,2.500000,-0.250355,0.180000
9.780000,2.929759,0.162416,2.560382,0.014458,-0.912280,-10.247550,0.288731,0.000000,2.500000,-0.250740,0.180000
9.800000,2.932820,0.143483,2.558614,-0.191589,-0.980228,-10.364752,0.139199,0.000000,2.500000,-0.250448,0.180000
9.820000,2.935490,0.123249,2.552700,-0.400423,-1.041933,-10.525502,-0.005786,0.000000,2.500000,-0.249467,0.180000
9.840000,2.937743,0.101866,2.542573,-0.612870,-1.094615,-10.725384,-0.142678,0.000000,2.500000,-0.247767,0.180000
9.860000,2.939558,0.079546,2.528156,-0.829664,-1.135006,-10.959163,-0.268088,0.000000,2.500000,-0.245302,0.180000
9.880000,2.940920,0.056572,2.509354,-1.051423,-1.159379,-11.220871,-0.378850,0.000000,2.500000,-0.242012,0.180000
9.900000,2.941819,0.033305,2.486062,-1.278642,-1.163575,-11.503953,-0.472082,0.000000,2.500000,-0.237817,0.180000
9.920000,2.942253,0.010194,2.458169,-1.511678,-1.143065,-11.801481,-0.545239,0.000000,2.500000,-0.232625,0.180000
9.940000,2.942231,-0.012220,2.425555,-1.750751,-1.093025,-12.106469,-0.596165,0.000000,2.500000,-0.226324,0.180000
9.960000,2.941773,-0.033297,2.388098,-1.995942,-1.008453,-12.412309,-0.623137,0.000000,2.500000,-0.218791,0.180000
9.980000,2.940913,-0.052295,2.345677,-2.247210,-0.884327,-12.713322,-0.624893,0.000000,2.500000,-0.209889,0.180000
10.000000,2.939701,-0.068374,2.298170,-2.504415,-0.715785,-13.005414,-0.600664,0.000000,2.500000,-0.199473,0.180000
10.020000,2.938204,-0.080600,2.245462,-2.767355,-0.498350,-13.286787,-0.550188,0.000000,2.500000,-0.187391,0.180000
10.040000,2.936510,-0.087956,2.187439,-3.035823,-0.228142,-13.558621,-0.473717,0.000000,2.500000,-0.173490,0.180000
10.060000,2.934726,-0.089353,2.123993,-3.309666,0.097910,-13.825646,-0.372017,0.000000,2.500000,-0.157623,0.180000
10.080000,2.932983,-0.083653,2.055017,-3.588872,0.481913,-14.096473,-0.246354,0.000000,2.500000,-0.139656,0.180000
10.100000,2.931435,-0.069683,1.980401,-3.873634,0.924878,-14.383615,-0.098474,0.000000,2.500000,-0.119474,0.180000
10.120000,2.930258,-0.046265,1.900031,-4.164432,1.426639,-14.703074,0.069426,0.000000,2.500000,-0.096996,0.180000
10.140000,2.929655,-0.012236,1.813778,-4.462095,1.985749,-15.073437,0.254737,0.000000,2.500000,-0.072179,0.180000
10.160000,2.929847,0.033528,1.721494,-4.767840,2.599258,-15.514331,0.454484,0.000000,2.500000,-0.045038,0.180000
10.180000,2.931081,0.092065,1.623000,-5.083262,3.262212,-16.044021,0.665380,0.000000,2.500000,-0.015654,0.180000
10.200000,2.933621,0.164293,1.518086,-5.410282,3.966641,-16.675602,0.883883,0.000000,2.500000,0.015806,0.180000
10.220000,2.937749,0.250924,1.406498,-5.750983,4.699642,-17.410945,1.106261,0.000000,2.500000,0.049068,0.180000
10.240000,2.943757,0.352328,1.287943,-6.107280,5.440050,-18.230801,1.328660,0.000000,2.500000,0.083729,0.180000
10.260000,2.951940,0.468352,1.162093,-6.480428,6.153200,-19.079035,1.547175,0.000000,2.500000,0.119226,0.180000
10.280000,2.962581,0.597907,1.028617,-6.869874,6.782779,-19.838419,1.757919,0.000000,2.500000,0.154801,0.180000
10.300000,2.975930,0.738529,0.887213,-7.271990,7.241268,-20.298736,1.957101,0.000000,2.500000,0.189473,0.180000
10.320000,2.992166,0.885579,0.737711,-7.677636,7.401208,-20.125223,2.141089,0.000000,2.500000,0.222003,0.180000
10.340000,3.011347,1.031500,0.580196,-8.069725,7.099063,-18.858433,2.306484,0.000000,2.500000,0.250907,0.180000
10.360000,3.033346,1.165346,0.415190,-8.421351,6.170250,-16.005038,2.450184,0.000000,2.500000,0.274512,0.180000
10.380000,3.057789,1.273538,0.243846,-8.697309,4.532723,-11.278534,2.569439,0.000000,2.500000,0.291125,0.180000
10.400000,3.084026,1.342601,0.068045,-8.861509,2.295552,-4.928748,2.661910,0.000000,2.500000,0.299306,0.180000
10.420000,3.111171,1.363602,-0.109703,-8.889695,-0.201239,2.123423,2.725713,0.000000,2.500000,0.298197,0.180000
10.440000,3.138243,1.335866,-0.286620,-8.780307,-2.504587,8.626354,2.759457,0.000000,2.500000,0.287761,0.180000
10.460000,3.164331,1.267130,-0.460138,-8.554857,-4.259622,13.621547,2.762275,0.000000,2.500000,0.268797,0.180000
10.480000,3.188739,1.170052,-0.628269,-8.247651,-5.335582,16.804187,2.733841,0.000000,2.500000,0.242714,0.180000
10.500000,3.211033,1.057833,-0.789731,-7.893236,-5.795160,18.411187,2.674385,0.000000,2.500000,0.211211,0.180000
10.520000,3.231025,0.941341,-0.943866,-7.518635,-5.790409,18.902441,2.584690,0.000000,2.500000,0.175998,0.180000
10.540000,3.248710,0.828253,-1.090462,-7.141608,-5.479287,18.719584,2.466084,0.000000,2.500000,0.138623,0.180000
10.560000,3.264210,0.723359,-1.229582,-6.772137,-4.988391,18.189529,2.320418,0.000000,2.500000,0.100389,0.180000
10.580000,3.277717,0.629312,-1.361430,-6.414938,-4.407275,17.519642,2.150036,0.000000,2.500000,0.062352,0.180000
10.600000,3.289463,0.547273,-1.486272,-6.071507,-3.795154,16.825633,1.957738,0.000000,2.500000,0.025327,0.180000
10.620000,3.299690,0.477453,-1.604382,-5.741693,-3.189996,16.162252,1.746731,0.000000,2.500000,-0.010074,0.180000
10.640000,3.308640,0.419465,-1.716025,-5.424689,-2.615876,15.546938,1.520569,0.000000,2.500000,-0.043416,0.180000
10.660000,3.316542,0.372512,-1.821448,-5.119523,-2.087873,14.975969,1.283095,0.000000,2.500000,-0.074411,0.180000
10.680000,3.323607,0.335576,-1.920879,-4.825447,-1.615261,14.434952,1.038369,0.000000,2.500000,-0.102893,0.180000
10.700000,3.330024,0.307497,-2.014537,-4.542046,-1.203231,13.905583,0.790591,0.000000,2.500000,-0.128796,0.180000
10.720000,3.335958,0.287032,-2.102632,-4.269263,-0.853861,13.370019,0.544031,0.000000,2.500000,-0.152135,0.180000
10.740000,3.341548,0.272926,-2.185380,-4.007389,-0.566664,12.813591,0.302942,0.000000,2.500000,-0.172986,0.180000
10.760000,3.346909,0.263967,-2.263004,-3.756930,-0.338918,12.226352,0.071482,0.000000,2.500000,-0.191471,0.180000
10.780000,3.352133,0.259004,-2.335738,-3.518569,-0.166067,11.603595,-0.146362,0.000000,2.500000,-0.207748,0.180000
10.800000,3.357289,0.256998,-2.403832,-3.293022,-0.042083,10.945642,-0.346856,0.000000,2.500000,-0.221993,0.180000
10.820000,3.362426,0.257042,-2.467549,-3.080949,0.040079,10.257054,-0.526587,0.000000,2.500000,-0.234391,0.180000
10.840000,3.367579,0.258373,-2.527163,-2.882893,0.087989,9.545475,-0.682536,0.000000,2.500000,-0.245131,0.180000
10.860000,3.372766,0.260384,-2.582960,-2.699220,0.109290,8.820399,-0.812134,0.000000,2.500000,-0.254394,0.180000
10.880000,3.377996,0.262616,-2.635229,-2.530100,0.111297,8.091972,-0.913316,0.000000,2.500000,-0.262354,0.180000
10.900000,3.383270,0.264752,-2.684261,-2.375499,0.100682,7.369989,-0.984568,0.000000,2.500000,-0.269170,0.180000
10.920000,3.388584,0.266599,-2.730345,-2.235198,0.083266,6.663178,-1.024957,0.000000,2.500000,-0.274987,0.180000
10.940000,3.393931,0.268070,-2.773762,-2.108822,0.063892,5.978695,-1.034158,0.000000,2.500000,-0.279933,0.180000
10.960000,3.399304,0.269167,-2.814787,-1.995866,0.046389,5.321890,-1.012460,0.000000,2.500000,-0.284122,0.180000
10.980000,3.404696,0.269957,-2.853682,-1.895738,0.033589,4.696250,-0.960774,0.000000,2.500000,-0.287652,0.180000
11.000000,3.410101,0.270555,-2.890698,-1.807797,0.027385,4.103444,-0.880613,0.000000,2.500000,-0.290607,0.180000
11.020000,3.415518,0.271104,-2.926071,-1.731381,0.028824,3.543493,-0.774072,0.000000,2.500000,-0.293059,0.180000
11.040000,3.420946,0.271761,-2.960025,-1.665847,0.038199,3.014959,-0.643795,0.000000,2.500000,-0.295069,0.180000
11.060000,3.426390,0.272682,-2.992773,-1.610591,0.055158,2.515142,-0.492922,0.000000,2.500000,-0.296684,0.180000
11.080000,3.431856,0.274012,-3.024514,-1.565074,0.078812,2.040320,-0.325038,0.000000,2.500000,-0.297946,0.180000
11.100000,3.437354,0.275871,-3.055438,-1.528841,0.107830,1.585939,-0.144104,0.000000,2.500000,-0.298887,0.180000
11.120000,3.442895,0.278350,-3.085727,-1.501535,0.140541,1.146796,0.045618,0.000000,2.500000,-0.299532,0.180000
11.140000,3.448492,0.281504,-3.115557,-1.482905,0.175027,0.717243,0.239641,0.000000,2.500000,-0.299898,0.180000
11.160000,3.454160,0.285349,3.138085,-1.472821,0.209213,0.291338,0.433349,0.000000,2.500000,-0.299998,0.180000
11.180000,3.459911,0.289857,3.108658,-1.471268,0.240953,-0.137007,0.622079,0.000000,2.500000,-0.299837,0.180000
11.200000,3.465758,0.294957,3.079177,-1.478357,0.268117,-0.573849,0.801216,0.000000,2.500000,-0.299416,0.180000
11.220000,3.471712,0.300537,3.049465,-1.494318,0.288680,-1.025064,0.966287,0.000000,2.500000,-0.298728,0.180000
11.240000,3.477782,0.306447,3.019343,-1.519494,0.300801,-1.496218,1.113052,0.000000,2.500000,-0.297761,0.180000
11.260000,3.483971,0.312503,2.988621,-1.554333,0.302917,-1.992380,1.237587,0.000000,2.500000,-0.296497,0.180000
11.280000,3.490281,0.318490,2.957101,-1.599384,0.293836,-2.517939,1.336374,0.000000,2.500000,-0.294909,0.180000
11.300000,3.496709,0.324176,2.924573,-1.655273,0.272831,-3.076429,1.406368,0.000000,2.500000,-0.292963,0.180000
11.320000,3.503245,0.329322,2.890814,-1.722679,0.239739,-3.670328,1.445071,0.000000,2.500000,-0.290616,0.180000
11.340000,3.509876,0.333689,2.855584,-1.802329,0.195074,-4.300825,1.450584,0.000000,2.500000,-0.287813,0.180000
11.360000,3.516586,0.337056,2.818634,-1.894955,0.140127,-4.967591,1.421655,0.000000,2.500000,-0.284490,0.180000
11.380000,3.523351,0.339239,2.779695,-2.001262,0.077075,-5.668572,1.357711,0.000000,2.500000,-0.280568,0.180000
11.400000,3.530147,0.340106,2.738488,-2.121898,0.009075,-6.399802,1.258878,0.000000,2.500000,-0.275954,0.180000
11.420000,3.536946,0.339597,2.694720,-2.257417,-0.059659,-7.155282,1.125990,0.000000,2.500000,-0.270541,0.180000
11.440000,3.543721,0.337749,2.648089,-2.408220,-0.123826,-7.926978,0.960576,0.000000,2.500000,-0.264204,0.180000
11.460000,3.550448,0.334717,2.598288,-2.574538,-0.177058,-8.705029,0.764843,0.000000,2.500000,-0.256801,0.180000
11.480000,3.557104,0.330789,2.545004,-2.756388,-0.212022,-9.478145,0.541638,0.000000,2.500000,-0.248177,0.180000
11.500000,3.563676,0.326411,2.487930,-2.953551,-0.220630,-10.234321,0.294399,0.000000,2.500000,-0.238159,0.180000
11.520000,3.570162,0.322196,2.426763,-3.165571,-0.194351,-10.961867,0.027094,0.000000,2.500000,-0.226561,0.180000
11.540000,3.576570,0.318927,2.361213,-3.391766,-0.124638,-11.650659,-0.255853,0.000000,2.500000,-0.213194,0.180000
11.560000,3.582931,0.317554,2.291003,-3.631290,-0.003423,-12.293554,-0.549643,0.000000,2.500000,-0.197862,0.180000
11.580000,3.589293,0.319180,2.215878,-3.883186,0.176325,-12.887778,-0.849196,0.000000,2.500000,-0.180379,0.180000
11.600000,3.595727,0.325035,2.135600,-4.146491,0.420084,-13.435991,-1.149248,0.000000,2.500000,-0.160575,0.180000
11.620000,3.602331,0.336434,2.049948,-4.420373,0.731346,-13.946814,-1.444455,0.000000,2.500000,-0.138308,0.180000
11.640000,3.609230,0.354745,1.958719,-4.704211,1.111224,-14.434581,-1.729498,0.000000,2.500000,-0.113480,0.180000
11.660000,3.616576,0.381332,1.861716,-4.997727,1.558173,-14.918090,-1.999190,0.000000,2.500000,-0.086050,0.180000
11.680000,3.624547,0.417489,1.758744,-5.301044,2.067616,-15.418204,-2.248582,0.000000,2.500000,-0.056053,0.180000
11.700000,3.633347,0.464397,1.649605,-5.614693,2.631285,-15.953997,-2.473062,0.000000,2.500000,-0.023618,0.180000
11.720000,3.643201,0.523018,1.534082,-5.939528,3.235964,-16.536947,-2.668455,0.000000,2.500000,0.011012,0.180000
11.740000,3.654350,0.593971,1.411944,-6.276447,3.861068,-17.162085,-2.831106,0.000000,2.500000,0.047456,0.180000
11.760000,3.667043,0.677387,1.282939,-6.626063,4.474824,-17.794594,-2.957963,0.000000,2.500000,0.085169,0.180000
11.780000,3.681525,0.772574,1.146819,-6.987761,5.027869,-18.349719,-3.046637,0.000000,2.500000,0.123417,0.180000
11.800000,3.698012,0.877599,1.003369,-7.358462,5.445009,-18.665231,-3.095465,0.000000,2.500000,0.161239,0.180000
11.820000,3.716670,0.988749,0.852466,-7.730995,5.617370,-18.471592,-3.103540,0.000000,2.500000,0.197439,0.180000
11.840000,3.737562,1.099711,0.694207,-8.091370,5.400832,-17.378460,-3.070743,0.000000,2.500000,0.230568,0.180000
11.860000,3.760595,1.201131,0.529041,-8.417049,4.637867,-14.924993,-2.997745,0.000000,2.500000,0.258987,0.180000
11.880000,3.785462,1.280823,0.357964,-8.676831,3.219738,-10.754592,-2.886005,0.000000,2.500000,0.280984,0.180000
11.900000,3.811596,1.325767,0.182641,-8.835951,1.186428,-4.914094,-2.737745,0.000000,2.500000,0.295010,0.180000
11.920000,3.838192,1.325878,0.005386,-8.866692,-1.201216,1.913932,-2.555908,0.000000,2.500000,0.299996,0.180000
11.940000,3.864310,1.278194,-0.171108,-8.760604,-3.518291,8.562178,-2.344104,0.000000,2.500000,0.295619,0.180000
11.960000,3.889037,1.188326,-0.344223,-8.532838,-5.365193,13.934987,-2.106543,0.000000,2.500000,0.282401,0.180000
11.980000,3.911641,1.068135,-0.511824,-8.215355,-6.537484,17.507246,-1.847952,0.000000,2.500000,0.261556,0.180000
12.000000,3.931652,0.931274,-0.672479,-7.844007,-7.047354,19.373197,-1.573483,0.000000,2.500000,0.234684,0.180000
12.020000,3.948862,0.789737,-0.825428,-7.448920,-7.033196,19.964958,-1.288607,0.000000,2.500000,0.203473,0.180000
12.040000,3.963270,0.652322,-0.970417,-7.050673,-6.661662,19.763305,-0.999010,0.000000,2.500000,0.169487,0.180000
12.060000,3.975020,0.524700,-1.107514,-6.661099,-6.074361,19.150808,-0.710471,0.000000,2.500000,0.134066,0.180000
12.080000,3.984345,0.410096,-1.236956,-6.285661,-5.373687,18.382025,-0.428750,0.000000,2.500000,0.098302,0.180000
12.100000,3.991521,0.310049,-1.359045,-5.925849,-4.627579,17.605794,-0.159465,0.000000,2.500000,0.063052,0.180000
12.120000,3.996847,0.225007,-1.474090,-5.580970,-3.879186,16.897870,0.092018,0.000000,2.500000,0.028967,0.180000
12.140000,4.000620,0.154714,-1.582372,-5.249273,-3.155456,16.288030,0.320705,0.000000,2.500000,-0.003473,0.180000
12.160000,4.003129,0.098506,-1.684135,-4.928767,-2.473454,15.778868,0.522072,0.000000,2.500000,-0.033929,0.180000
12.180000,4.004648,0.055426,-1.779584,-4.617532,-1.844167,15.357844,0.692164,0.000000,2.500000,-0.062182,0.180000
12.200000,4.005427,0.024339,-1.868888,-4.313999,-1.274883,15.004899,0.827680,0.000000,2.500000,-0.088109,0.180000
12.220000,4.005693,0.003998,-1.952188,-4.017033,-0.770375,14.697308,0.926039,0.000000,2.500000,-0.111664,0.180000
12.240000,4.005649,-0.006927,-2.029608,-3.725952,-0.333468,14.412927,0.985445,0.000000,2.500000,-0.132865,0.180000
12.260000,4.005470,-0.009800,-2.101263,-3.440493,0.034746,14.132334,1.004921,0.000000,2.500000,-0.151781,0.180000
12.280000,4.005302,-0.005991,-2.167266,-3.160737,0.334842,13.840228,0.984338,0.000000,2.500000,-0.168518,0.180000
12.300000,4.005266,0.003154,-2.227733,-2.887031,0.568987,13.526148,0.924417,0.000000,2.500000,-0.183208,0.180000
12.320000,4.005455,0.016352,-2.282791,-2.619875,0.740829,13.184631,0.826720,0.000000,2.500000,-0.196003,0.180000
12.340000,4.005939,0.032405,-2.332576,-2.359835,0.855286,12.814888,0.693621,0.000000,2.500000,-0.207063,0.180000
12.360000,4.006763,0.050221,-2.377235,-2.107447,0.918279,12.420131,0.528260,0.000000,2.500000,-0.216548,0.180000
12.380000,4.007953,0.068837,-2.416927,-1.863154,0.936421,12.006698,0.334481,0.000000,2.500000,-0.224616,0.180000
12.400000,4.009516,0.087425,-2.451817,-1.627247,0.916706,11.583111,0.116754,0.000000,2.500000,-0.231417,0.180000
12.420000,4.011445,0.105300,-2.482074,-1.399832,0.866228,11.159191,-0.119916,0.000000,2.500000,-0.237086,0.180000
12.440000,4.013720,0.121916,-2.507867,-1.180813,0.791947,10.745295,-0.370091,0.000000,2.500000,-0.241748,0.180000
12.460000,4.016310,0.136863,-2.529360,-0.969885,0.700505,10.351724,-0.628011,0.000000,2.500000,-0.245510,0.180000
12.480000,4.019181,0.149863,-2.546713,-0.766543,0.598093,9.988277,-0.887714,0.000000,2.500000,-0.248465,0.180000
12.500000,4.022291,0.160752,-2.560068,-0.570092,0.490370,9.663973,-1.143159,0.000000,2.500000,-0.250688,0.180000
12.520000,4.025597,0.169476,-2.569557,-0.379669,0.382391,9.386850,-1.388353,0.000000,2.500000,-0.252240,0.180000
12.540000,4.029056,0.176075,-2.575288,-0.194257,0.278574,9.163861,-1.617477,0.000000,2.500000,-0.253167,0.180000
12.560000,4.032626,0.180672,-2.577353,-0.012715,0.182663,9.000801,-1.825006,0.000000,2.500000,-0.253499,0.180000
12.580000,4.036271,0.183455,-2.575814,0.166205,0.097695,8.902244,-2.005827,0.000000,2.500000,-0.253252,0.180000
12.600000,4.039954,0.184668,-2.570713,0.343827,0.025960,8.871493,-2.155348,0.000000,2.500000,-0.252428,0.180000
12.620000,4.043649,0.184592,-2.562061,0.521530,-0.031042,8.910499,-2.269595,0.000000,2.500000,-0.251016,0.180000
12.640000,4.047331,0.183529,-2.549842,0.700716,-0.072653,9.019773,-2.345297,0.000000,2.500000,-0.248990,0.180000
12.660000,4.050985,0.181787,-2.534013,0.882783,-0.099119,9.198287,-2.379958,0.000000,2.500000,-0.246310,0.180000
12.680000,4.054600,0.179657,-2.514502,1.069091,-0.111647,9.443360,-2.371910,0.000000,2.500000,-0.242922,0.180000
12.700000,4.058171,0.177400,-2.491212,1.260932,-0.112461,9.750576,-2.320353,0.000000,2.500000,-0.238756,0.180000
12.720000,4.061697,0.175215,-2.464020,1.459488,-0.104844,10.113733,-2.225372,0.000000,2.500000,-0.233729,0.180000
12.740000,4.065181,0.173233,-2.432781,1.665802,-0.093150,10.524883,-2.087941,0.000000,2.500000,-0.227741,0.180000
12.760000,4.068628,0.171481,-2.397331,1.880740,-0.082780,10.974480,-1.909901,0.000000,2.500000,-0.220676,0.180000
12.780000,4.072041,0.169871,-2.357490,2.104965,-0.080091,11.451703,-1.693931,0.000000,2.500000,-0.212407,0.180000
12.800000,4.075422,0.168179,-2.313067,2.338915,-0.092243,11.944974,-1.443490,0.000000,2.500000,-0.202789,0.180000
12.820000,4.078765,0.166031,-2.263867,2.582794,-0.126955,12.442673,-1.162747,0.000000,2.500000,-0.191671,0.180000
12.840000,4.082057,0.162897,-2.209689,2.836580,-0.192174,12.934075,-0.856502,0.000000,2.500000,-0.178892,0.180000
12.860000,4.085270,0.158088,-2.150339,3.100055,-0.295675,13.410389,-0.530083,0.000000,2.500000,-0.164292,0.180000
12.880000,4.088363,0.150767,-2.085625,3.372856,-0.444602,13.865807,-0.189239,0.000000,2.500000,-0.147716,0.180000
12.900000,4.091277,0.139961,-2.015365,3.654535,-0.644983,14.298404,0.159975,0.000000,2.500000,-0.129021,0.180000
12.920000,4.093931,0.124594,-1.939387,3.944654,-0.901261,14.710658,0.511326,0.000000,2.500000,-0.108090,0.180000
12.940000,4.096223,0.103522,-1.857525,4.242870,-1.215847,15.109395,0.858528,0.000000,2.500000,-0.084845,0.180000
12.960000,4.098026,0.075572,-1.769620,4.549009,-1.588652,15.504925,1.195371,0.000000,2.500000,-0.059255,0.180000
12.980000,4.099192,0.039607,-1.675512,4.863125,-2.016566,15.909140,1.515849,0.000000,2.500000,-0.031357,0.180000
13.000000,4.099550,-0.005413,-1.575040,5.185502,-2.492673,16.332224,1.814283,0.000000,2.500000,-0.001273,0.180000
13.020000,4.098910,-0.060343,-1.468034,5.516565,-3.004987,16.777508,2.085433,0.000000,2.500000,0.030775,0.180000
13.040000,4.097067,-0.125729,-1.354317,5.856681,-3.534369,17.233647,2.324613,0.000000,2.500000,0.064438,0.180000
13.060000,4.093810,-0.201636,-1.233707,6.205737,-4.051175,17.662998,2.527776,0.000000,2.500000,0.099223,0.180000
